种类,TF-IDF,关键词
其他,0.47701267741302733,民主党派
体育,0.5460575712384589,科尔
其他,0.40448888110233044,金店
房产,0.5307393483333445,选房
娱乐,0.7462625243450365,吕薇
娱乐,0.4579110707308179,吴绮莉
其他,0.6743383298064116,土耳其
科技,0.3616417495353259,人工智能
汽车,0.6055004477059054,江淮
财经,0.3073605629601891,二手房
科技,0.4747587914076359,金山
房产,0.5716459496925612,征收
其他,0.349840189220104,男子
财经,0.3637101836602764,机场
汽车,0.2956423014793454,造假
房产,0.39188936757542925,督查
娱乐,0.3473433622870123,1950
财经,0.6535764152864189,聋人
体育,0.4453318151086034,足球
体育,0.6826967583947952,江津
其他,0.45724567191249343,野蛮
房产,0.3889124864318467,东平路
娱乐,0.26548637423291555,马雅
财经,0.3642666989963752,十周年
体育,0.7564632928212941,莱昂纳德
其他,0.5385224642945569,西游
房产,0.31022301229354826,土地
娱乐,0.5592029125365333,英达
财经,0.65880048052219,理财
房产,0.5343568091080262,张鸣
财经,0.42997997196386367,人民币
体育,0.297027791874416,鲁能
财经,0.534232809833023,涉水
科技,0.5591115515137719,netflix
房产,0.42048116987428164,物管
其他,0.541093430055722,易卜拉欣
其他,0.4783291849598417,古斯曼
科技,0.7378154152209783,火星
体育,0.6159032225425428,江津
汽车,0.18790759060340914,国产
科技,0.36892536905961826,gpu
体育,0.6235311518462975,内维尔
房产,0.4646391296170661,测绘
娱乐,0.6243403743559728,罗茜
娱乐,0.3227504754637109,陈彤
其他,0.5176511579378054,国际象棋
科技,0.42841076304528836,mac
汽车,0.6813523957077272,逍客
娱乐,0.4103079352739909,['妹仔']
其他,0.43481407983412157,省政协
科技,0.7520117652979373,沙发
汽车,0.3929685970484605,自由
汽车,0.3843445132629319,gti
科技,0.5007472519462325,刘强
体育,0.44501114265249586,前锋
房产,0.39281239750167735,疏港
娱乐,0.51193053723196,['施赖']
财经,0.4266059452441543,24063
娱乐,0.541287901254765,倪萍
科技,0.4200074582401653,土豆
房产,0.42142801313984785,户型
汽车,0.3388434681225778,车辆
其他,0.45739576423983486,粤港
房产,0.4173675271686706,公寓
科技,0.7341431371235257,airbnb
财经,0.5687625008920761,摩托罗拉
科技,0.496093941768622,苹果
体育,0.650711068739057,方硕
房产,0.3965538619640831,翡翠岛
娱乐,0.6310514551295865,周立波
财经,0.5302710681153677,刘翔
房产,0.350618641443905,房企
体育,0.43183397583850897,['戈尔']
房产,0.5785179472586157,限价
体育,0.5480309553486832,球迷
体育,0.38374412285269105,教练
房产,0.5502170023698674,征收
娱乐,0.5240023855617496,燕青
财经,0.29827814121278784,低价股
财经,0.4322298098508993,央票
体育,0.7217332680790685,科比
科技,0.5701377645101036,电商
其他,0.3822297152891915,必游
其他,0.6416050930216395,雅虎
房产,0.5014822391091103,事主
财经,0.3840906259258221,快车
科技,0.4383300509926101,功能
财经,0.3467582705433652,古丽
汽车,0.5751497925410005,帕萨特
汽车,0.5102873020901459,下调
科技,0.6019787489053464,verizon
其他,0.7594534915557997,厄尔尼诺
娱乐,0.48644922391604417,吴彦祖
房产,0.29456038570867976,顾云昌
其他,0.7291163779253768,马先生
体育,0.8568672878876472,丁俊晖
科技,0.5976290200325999,ipad
汽车,0.45921049052095086,风行
房产,0.29912662321865674,买家
其他,0.6863047615441884,国学
体育,0.5306776806002742,哈登
科技,0.6176919746540241,netflix
汽车,0.45381230655918464,新速腾
汽车,0.38777577346333664,君越
科技,0.3975922186950519,出租车
其他,0.46055640050207997,草本
娱乐,0.5634731004792178,星爷
体育,0.600779359624157,李宗伟
科技,0.42998521379155413,sweetie
汽车,0.5392412574400207,圣达菲
其他,0.49280316632197996,王如玄
汽车,0.36492876650347766,电商
汽车,0.5726369107049121,mini
财经,0.23994790426298385,股指
体育,0.5416147423794243,球真妹
娱乐,0.4084908507992396,张柏芝
体育,0.7551544423384099,伊沃
房产,0.6176831126777818,豪宅
财经,0.6323138266041725,南美国家
财经,0.4496204078602785,地块
房产,0.3327976591911827,推新
其他,0.44017156756715314,民警
体育,0.5819414390165558,格林
财经,0.29257435737772525,本周
房产,0.43842948002759174,合租
其他,0.4094126064814112,土鸡
体育,0.40136850904040056,考辛斯
体育,0.425713522878764,金球奖
房产,0.7732655216704245,南沙
财经,0.3875689242337617,石油
财经,0.6068500700742929,磁共振
娱乐,0.5396201591416043,人造
房产,0.38789125616615633,套房
汽车,0.4942925515461759,苹果
科技,0.5487603778879614,tumblr
汽车,0.3737049677592383,eu260
体育,0.42822568650867554,米兰
娱乐,0.6683179768722071,何洁
财经,0.5495056074256546,每平米
体育,0.2959160808535492,肌肉
房产,0.3301092837984209,亿元
房产,0.3497666965010026,房产税
体育,0.31457455355200326,库里
科技,0.4918866995680976,betamax
汽车,0.6028047387053586,公共汽车
财经,0.5832823181176788,花椒
房产,0.47260538658709705,地块
体育,0.5904601405215855,库里
科技,0.493555866167273,戴尔
汽车,0.4222718414220105,讴歌
财经,0.4699249721856141,济州岛
财经,0.4876105705905259,南非
体育,0.5863690166646037,女排
房产,0.3960386640559619,m2
财经,0.8992756681390917,东盟
娱乐,0.5518230061864078,臧金生
房产,0.4657449184678759,森林
汽车,0.28391635871687176,定速巡航
汽车,0.6198043148450493,esp
娱乐,0.33484626781149746,高雄
体育,0.6059633273595515,科比
其他,0.37228222003161565,获奖
娱乐,0.7300075257538873,甄子丹
汽车,0.39876439234339844,阿斯顿
科技,0.7162136045865775,知乎
科技,0.6632882680432811,苦味
汽车,0.38747364306792087,雷克萨斯
财经,0.4507514463493784,辽宁队
汽车,0.44045693000173763,x5
其他,0.3625144428392724,卫东区
科技,0.8256445565204015,网易
汽车,0.49788559847442215,欧元
财经,0.5217617659992511,上海申花队
其他,0.5919592904906809,王金平
其他,0.446292975967857,沙龙
娱乐,0.46221484077725256,朱莉
汽车,0.45880539217687094,风行
科技,0.4511646894050494,king
体育,0.5203376387850145,火箭
科技,0.5260021561878444,电影
其他,0.5309026857103549,新西兰
体育,0.37345313396064767,曼联
汽车,0.5935434554126082,舒适型
娱乐,0.46387587344196773,宋祖英
体育,0.5381842294693312,科斯塔
财经,0.44807292613352107,彩砖
汽车,0.4778239072391925,cs75
科技,0.48861238893678827,第三季度
财经,0.5917536259314097,奥巴马
体育,0.524086801585926,代曹邦
房产,0.768123816506614,公积金
房产,0.35155310483317587,征收
体育,0.39746197176892917,江津
房产,0.33545284755372673,富通
体育,0.5603721900470172,布朗
财经,0.4769745096358948,开幕式
汽车,0.5863483555521556,哥瑞
科技,0.3818133424697411,微信
体育,0.652609000205263,吉林队
房产,0.4522082230371133,限价
体育,0.7472636030810637,桑兰
科技,0.8053305310529781,新浪
其他,0.5994275539731514,旅游
房产,0.566784669250666,快速路
其他,0.4774116034678055,儿童医院
财经,0.32016288317586483,开幕式
科技,0.42676188318802605,手机
娱乐,0.6071333993931897,u2
科技,0.4373905276009073,kepler
财经,0.5232286026190931,养老保险
汽车,0.6383090138270406,名图
科技,0.5326749661589861,脸脸
科技,0.8714692107349986,fitbit
汽车,0.5827352527386817,悦达起亚
娱乐,0.4279277897369571,洋海
其他,0.6109560146798513,妻子
科技,0.46434270254517523,导航
汽车,0.6024291768568754,上汽
娱乐,0.4311235042163141,孙艺菲
其他,0.3028582321537851,肩膀
娱乐,0.24794194525890553,群星
财经,0.2971268288102919,新闻
汽车,0.47635868996994407,无人驾驶
科技,0.8119525625811614,游侠
财经,0.8929145666090874,nbsp
房产,0.5135905314069792,房子
娱乐,0.3467021919491917,苦情
房产,0.4522082748554254,佳兆业
汽车,0.33032501905936273,宝马
房产,0.3199360095180049,月份
其他,0.44066670613694864,商铺
财经,0.42458921868024246,埃塞
科技,0.7619646857352197,百度
体育,0.31948217194347434,雷霆
财经,0.3829943468560267,学子
财经,0.5204631297888265,法国
汽车,0.42179788201184093,机动车
体育,0.5312379446112557,北汽
房产,0.5032564183020114,成交
财经,0.567671856882115,老字号
汽车,0.37066043649448177,汽车
体育,0.6410832017260947,科比
房产,0.386378132359954,合作开发
体育,0.39798249801055097,志愿
财经,0.48089763160960003,绿皮
科技,0.6004794967132197,isis
财经,0.30024084226409015,灶台
其他,0.576467412176571,存单
房产,0.5760490360187788,保障
房产,0.33366833230113396,东莞
娱乐,0.45679996195682154,k2
其他,0.4040685468411549,退休年龄
房产,0.4978035556197447,房地产
科技,0.6503909884151161,行星
体育,0.47505902403693,舜天
科技,0.6274684570310977,猎豹
汽车,0.6382303147634485,澳门
娱乐,0.497174274151876,弓禾
其他,0.3970901065663369,诺贝尔奖
其他,0.4516568334205796,恐惧症
娱乐,0.5697566751813096,薛佳凝
财经,0.5124620229674034,库尔斯克
汽车,0.18790759060340914,国产
其他,0.46517445663310064,肖华
娱乐,0.47158154507002636,23323
财经,0.6341616403304062,邮政
汽车,0.57291818823997,科帕
科技,0.6804514668502548,格力
汽车,0.4874853921208455,客轮
娱乐,0.3959192755707676,塑型
其他,0.34559574923314224,撞倒
科技,0.6461813495227497,facebook
财经,0.4848128502486719,企业
体育,0.46677112569968443,李永波
其他,0.3741811229175822,昌平
其他,0.36445443805652455,恐龙
房产,0.4327851868847491,委员会
汽车,0.5102713510806735,大众
其他,0.5076952028396884,餐饮店
房产,0.37296077564159863,督查组
娱乐,0.4280992235504919,阿克
财经,0.6537103248009228,养老金
房产,0.5868592302650483,轻轨
体育,0.3997938280970862,song
科技,0.5118778099048167,阿里巴巴
财经,0.5994391129666413,琼花
财经,0.27178076288001723,增速
房产,0.4783606514588728,石龙
财经,0.8960660951319714,包公
房产,0.39597646024892286,中科
房产,0.393561089899143,停车位
体育,0.3589604304570991,前线
科技,0.45959867423549516,layla
财经,0.5362376938193532,熊猫
其他,0.4559843624675955,反对派
体育,0.5703205787321624,跑步
娱乐,0.714343052390074,白庆琳
体育,0.464747647139203,哈维
汽车,0.5919063189357403,丰田
汽车,0.30161441413331974,['一响']
房产,0.5638779800306359,豪宅
娱乐,0.7266288132840864,宋慧乔
财经,0.5126838810795598,保荐人
体育,0.4679713816365561,马布里
科技,0.5907387847539942,恒大
财经,0.4603212419763252,国资委
娱乐,0.499009730367388,李宗盛
其他,0.5311184192517587,媒婆
其他,0.574901915127464,香蕉
娱乐,0.34179440368901526,张柏芝
汽车,0.4697519010399185,反垄断
科技,0.5509498760263968,彭兰
其他,0.4965997024745401,ppp
娱乐,0.6286057082661457,何润东
汽车,0.37453710015248076,车企
科技,0.37850917756347996,购物
科技,0.5788099502602777,机器人
财经,0.5995069970737369,琼花
娱乐,0.4492194277089481,会馆
其他,0.6902402579346861,本泽马
娱乐,0.7136215677423166,艾米
体育,0.4007299234420407,国王杯
娱乐,0.6690175306157706,ivana
房产,0.5182327394058616,房产税
汽车,0.5118599298882955,['c3']
其他,0.6324645536806376,物流
娱乐,0.9362637669858185,芭比
科技,0.8131370120038399,kind
体育,0.5756518457161741,哈登
其他,0.6028406745403236,拍拍
体育,0.36535429087621035,唐斯
科技,0.6046703619315016,facebook
娱乐,0.4335858388819321,鹤鸣
房产,0.38693762481266264,勘察
娱乐,0.44259763954899994,羽凡
体育,0.6976120927193583,克利福德
娱乐,0.571299544683285,阿兰
汽车,0.5367587876322418,ds4
科技,0.27294046015260065,品牌
汽车,0.44517265776012455,sportback
娱乐,0.5012277830199084,薛佳凝
其他,0.2965709899605537,日军
其他,0.35768318135060895,晚宴
娱乐,0.5643081277770058,马国贤
财经,0.5497855725277555,裁员
科技,0.5774766154284746,中传
其他,0.5965060247014059,党建
娱乐,0.5149174876607234,爱情
财经,0.45105874287246495,味千
科技,0.542192642767239,小行星
科技,0.381685368121003,病毒
汽车,0.46507213226349864,吉利
娱乐,0.5646208120547085,沙漠
其他,0.5741772190939942,围棋
房产,0.43046514341492365,中小银行
汽车,0.50035585551458,帕萨特
体育,0.37147262872203335,马布里
财经,0.7274824297516006,检验
娱乐,0.5786406623492394,蓝莓
体育,0.46622433902113736,史上
娱乐,0.6056064325775399,雅莉
体育,0.37967457137231136,皇马
其他,0.3831909237233945,文件
汽车,0.5419637462433211,奥迪
房产,0.4223517582667632,中科
财经,0.5430168403980907,评估
财经,0.8480088886198909,蓝宝石
科技,0.7235148402293269,ibm
体育,0.5554232404943285,匹克
房产,0.4581662751327798,维修
财经,0.6357928776764209,欧盟
科技,0.4021204462994297,英寸
体育,0.2566013824719484,篮板
房产,0.41084002506732514,开工
房产,0.5506890764647331,学区
财经,0.30688013085817306,增长
房产,0.2642079082350076,房企
其他,0.7223971699894156,诈骗
汽车,0.36357386313197415,福睿斯
财经,0.6282920459424239,泗洪县
娱乐,0.5637287741822817,行尸走肉
财经,0.486163367455215,建行
科技,0.7881586749591205,猎豹
房产,0.38334984289427027,用地
其他,0.5045759273827406,好人
其他,0.5421999881532508,女篮
体育,0.521475475924497,['尤纳斯']
汽车,0.521235104734926,索兰托
财经,0.6354780074543631,邮政
娱乐,0.4296326625062717,少华
其他,0.37416977377103455,肖像
其他,0.6020107647018882,四股
娱乐,0.4912601434704991,闫妮
汽车,0.3985637365330346,斯柯达
科技,0.5389323694008149,罗马
其他,0.3272065947795186,廉政
娱乐,0.6910589041034766,23301
汽车,0.6374639450841739,过户
科技,0.5336825220587662,朝晖
汽车,0.47015298147707874,企业
财经,0.37930115193576436,难民署
娱乐,0.4572996276467468,米勒
其他,0.5720150526466875,关税
房产,0.5512093583984119,建筑业
其他,0.5235209644934847,中国银行
体育,0.5862736094102978,吉祥
科技,0.6067504713031427,美团
财经,0.4769139995620445,积水
科技,0.4703187837947713,亚马逊
娱乐,0.45538479987026853,吴晓敏
房产,0.48971877519601337,公园
房产,0.42724545701032673,成交
其他,0.3430328299084746,星期四
房产,0.37708834774564554,户型
体育,0.49043193401668445,中国队
汽车,0.2821421901430332,省油
财经,0.6430319096058981,粘胶
财经,0.3740765308554739,['门业']
体育,0.567524660685039,许某
财经,0.44346524366839046,外贸
体育,0.36883461907257625,小牛
房产,0.4032583119988485,沙洲
体育,0.5125673924985092,科比
汽车,0.6212618334267874,以太网
财经,0.48955875284790257,王菲
其他,0.4732220021281177,博物馆
房产,0.38961287412416684,恒大御湖
科技,0.5631894216100867,分众传媒
财经,0.6130357417687187,富仕达
娱乐,0.35274918550493334,katniss
房产,0.22984342791306706,房地产
财经,0.8984164738847178,nbsp
汽车,0.3691728156868361,a8l
房产,0.553480027023656,佳兆业
其他,0.42396971722555654,范英兰
娱乐,0.6382049423887508,生态
汽车,0.4295703302414374,x25
科技,0.6640398217268827,搜狐
科技,0.510096821334786,watch
汽车,0.6079667205488554,['cafe']
财经,0.348212001788665,面包房
娱乐,0.4200255213660187,董小宛
科技,0.5448240449546651,荣耀
汽车,0.3046953032251946,发现
财经,0.25460006436017896,美国
科技,0.4772599295166654,爱因斯坦
娱乐,0.7208339414843661,赵忠祥
其他,0.521049532274688,小宗
娱乐,0.44638479613247134,洋海
汽车,0.6598347963112482,反垄断
科技,0.485862692925974,亚马逊
其他,0.5409752762340125,非机动车
房产,0.3723190543218191,交付使用
科技,0.5904571853144657,square
财经,0.7674117812863425,基金
科技,0.4730082337332798,预装
体育,0.28172850708466224,杜锋
其他,0.3573583611518991,宿舍
体育,0.6720146242486936,连败
房产,0.5602883872880221,房产税
房产,0.31302197702272544,干部
体育,0.5774137235601192,同曦
科技,0.3989222946960467,库克
汽车,0.4579921261342726,本田
财经,0.4503964335150436,俄罗斯
房产,0.2548982356735701,融资
体育,0.344404594941514,拔河
财经,0.5978625318351295,传销
科技,0.48418040622341957,ipad
汽车,0.45185331902495507,新瑞虎
财经,0.42709438274160466,海之门
体育,0.6172449260873614,浅田
房产,0.758595414519291,租房
汽车,0.61848806516335,mazda6
体育,0.6409098590862744,火箭
娱乐,0.45139144951083354,票房
科技,0.6420471853273922,土豆
体育,0.5337955013590633,贵州
体育,0.5579469548835616,番石榴
其他,0.5871872902541275,意涵
其他,0.4541572229114354,坦桑尼亚
财经,0.5343863170483881,鲁能
汽车,0.3694488163290494,文德恩
科技,0.6055697481625592,iphone
科技,0.5021083352439469,苹果
汽车,0.40337058445003254,剑桥大学
娱乐,0.44534670342612936,林峰
其他,0.5258066553338379,苏蒂
科技,0.60480217401051,伊藤穰一
汽车,0.5329084603694076,级车
娱乐,0.5139865217524183,何超仪
其他,0.5257855319758516,伊斯
其他,0.5342209059626798,左翼
汽车,0.4701231446704355,rx
财经,0.3236112560139152,戴菲菲
汽车,0.5576679745156204,rx
科技,0.5251906812907104,印度
汽车,0.9129601014828812,轮毂
体育,0.3283181607554557,分钟
娱乐,0.47036589666347955,舞蹈
娱乐,0.5979374232132475,21180
财经,0.8992756681390917,东盟
汽车,0.464783917764088,梅赛德斯
房产,0.4416328074838757,东莞
财经,0.33795029749555483,收于
汽车,0.41109375079627014,机动车
科技,0.4039596371784991,富士康
体育,0.585086176181825,爵士
房产,0.3226637242600338,地块
房产,0.2678432822030151,新开工
体育,0.5775224527894858,赫塔菲
财经,0.550741642777811,大成
房产,0.2733704803602079,片区
体育,0.24511778715894028,申花
财经,0.567671856882115,老字号
财经,0.33173816597440514,大豆
汽车,0.48547435931134153,新宝来
科技,0.4918866995680976,betamax
体育,0.29796758815815716,泽斯
房产,0.40471941935327715,['华融']
财经,0.38651980909840644,猎德村
体育,0.6477501292313167,鲁能
房产,0.49914066216194486,28376
房产,0.4594019961641448,哈姆雷特
体育,0.5241777341413376,爵士
科技,0.3736423723467262,劫持
财经,0.33795029749555483,收于
汽车,0.6220263514089387,打印
房产,0.6009638904166458,成交
汽车,0.3201417294026868,高性能
体育,0.7405186683726007,杜兰特
科技,0.4247759777841893,苹果
财经,0.4977071721053409,济南市
汽车,0.5510941069318264,k5
财经,0.6706165249723333,油脂
娱乐,0.8489460144822764,taiji
体育,0.35896500917408397,鲁尼
房产,0.3165223801359448,观澜
娱乐,0.5913852496871643,妈祖
房产,0.525224603713787,产权
汽车,0.444906104982608,产品
财经,0.4366662854987763,使馆
汽车,0.39533532379401887,大众
体育,0.5909568441339941,小牛
其他,0.4044568110781745,小贩
娱乐,0.5500841883224538,乐队
其他,0.31390623379528726,['j124']
娱乐,0.4705450289581286,贝克汉姆
汽车,0.5595596302487792,ez10
科技,0.484286688038773,satellogic
科技,0.5355834002710258,forrester
财经,0.3916933401803802,m2
汽车,0.26920901166867,油液
其他,0.552262219101248,滑雪
科技,0.5676869119980943,账本
财经,0.4305571431614365,谢赫
汽车,0.39493946768318794,jeep
其他,0.38541368693134237,朱立伦
其他,0.462027544030209,科维托娃
娱乐,0.4383298064776161,张柏芝
汽车,0.42757471323023083,车牌
体育,0.738846810225253,霍华德
科技,0.5951544766814651,硅谷
其他,0.6179691848986198,云佛山
体育,0.7277191497624698,科比
科技,0.4171671111673387,打折
房产,0.29098454582785205,改造
汽车,0.3485810686593783,万升
体育,0.5589683966578388,广厦
汽车,0.29681150027272984,车队
财经,0.5580557455383233,开幕式
科技,0.7826687600820418,大疆
体育,0.43410479085198395,辽宁队
房产,0.4947598731946555,恩宁路
房产,0.5407563485267852,小芳
体育,0.6526154920845707,卡罗尔
房产,0.46772935490967144,房产税
体育,0.5783655520439602,鲁能
其他,0.4316831693586449,医疗器械
汽车,0.5511645388208045,迈锐宝
财经,0.3379666554712278,收于
科技,0.41633708127852104,腾讯
体育,0.2957487924826839,发球
科技,0.46203519157178236,w2016
房产,0.4761854143021669,首套
科技,0.7559831615408159,中国移动
体育,0.6471645864232458,马龙
其他,0.5407512481946016,雨婷
其他,0.6062889446896353,小宝
娱乐,0.37826232275278043,结婚
科技,0.66038935125099,钻石
房产,0.3497644742729811,土地
娱乐,0.44581130556484083,综艺
汽车,0.5924223028054575,无人驾驶
财经,0.3133246968585277,千千
科技,0.24995790272511695,互联网
科技,0.4034864658623293,暴风
汽车,0.4994168455125584,大众
娱乐,0.3911061111097385,自古
其他,0.6363493965248422,伊利
科技,0.406089577507787,king
房产,0.26746397866752414,异地
汽车,0.2896281301821816,绕道
娱乐,0.5954800202874594,妈祖
其他,0.40549847119998084,号楼
财经,0.5189462426358722,高尔夫球场
娱乐,0.5856025459365496,黄圣依
汽车,0.49317043090616475,步骤
财经,0.5822835154020709,宗克斌
科技,0.5379755474430675,麦子
财经,0.4186045228931383,储备
汽车,0.4138449864884021,rapide
房产,0.5010774167256186,吴先生
娱乐,0.5455818765845292,殷桃
科技,0.4811009029273263,京东
房产,0.2774766108078386,佳兆业
财经,0.8949101981023792,nbsp
体育,0.25518797115445385,科比
科技,0.5669640535642578,英特尔
体育,0.6042884378797485,阿联
财经,0.37798211082271527,1085
汽车,0.5243883369685904,年检
其他,0.5012199879613165,青蒿素
财经,0.4715086611323376,蝙蝠
体育,0.4685923341003564,桑森
房产,0.513116794272287,cpi
汽车,0.6810863330851437,新能源
财经,0.493329213734859,古桥
体育,0.7028557419106447,奥卡福
房产,0.44008676243717054,成交
体育,0.5214747975280354,天梭表
财经,0.561755125764743,党员
科技,0.6081489726792718,朝鲜
其他,0.41200408118522786,考试
财经,0.3626631706594118,暴动
房产,0.7194232703817172,猪肉
其他,0.5406435897246814,赵先生
房产,0.3916422150003773,万套
其他,0.45011688205695616,关彩玉
体育,0.4755492151344596,沃尔
科技,0.4170622665890815,ssbds
科技,0.40299826249318993,正当竞争
汽车,0.6319697137783047,宝沃
娱乐,0.31652791262879526,封面
其他,0.32036903871961503,['哺乳']
财经,0.46301314112491954,多方
其他,0.5626817210988561,皮尔斯
娱乐,0.5734948106349368,捐款
汽车,0.27939481720677073,汽车
财经,0.8612508076663846,玩具
房产,0.444284896206442,用地
其他,0.7533764920043919,翘尾
娱乐,0.5022176201898997,郝平
汽车,0.4975455765259358,测试
财经,0.5325239833612269,索马里
科技,0.3796403082295828,消费者
汽车,0.3975250162287545,制造
娱乐,0.2802595850003857,宋新妮
其他,0.3840425261299349,日军
其他,0.4388046850307308,袭击
其他,0.4285230422286776,存单
房产,0.42252530672545197,保障性
娱乐,0.5546802041820013,林申
房产,0.7500389580674293,出租屋
其他,0.38672395716122676,存单
房产,0.33330143715927063,预告
汽车,0.6010348793319626,海马
财经,0.36675629260329856,开工
房产,0.33665666260010213,绿地
体育,0.5348149000464213,拜纳姆
娱乐,0.5980083156489625,姜艺彬
科技,0.5370234113139825,fly
财经,0.411221721242827,老年公寓
财经,0.5420547865725597,评估
汽车,0.4365091427431379,排放
房产,0.5490116521188956,签约
财经,0.6355312693481882,transatlantic
房产,0.6412822049093395,石排
房产,0.5102133752939443,文化
体育,0.467281830217472,河南
科技,0.47747781883964246,丰田
财经,0.4080109014409115,['仅收']
娱乐,0.49162701161521505,杨蕊
体育,0.6398243144349252,布朗维奇
汽车,0.43228446237751933,昂科雷
财经,0.46525906169931547,面积
汽车,0.3398551363650269,刹车
房产,0.4195633514132597,不看
娱乐,0.640296718086688,施瓦辛格
娱乐,0.8594705999148872,叶童
体育,0.5796573911631175,巴神
科技,0.40771950197206114,当日
财经,0.5394678316902228,卖空
体育,0.2090059656925224,南安普敦
娱乐,0.42304524772094954,蝙蝠侠
其他,0.657545544515571,托管
其他,0.4304481508480232,非机动车
娱乐,0.52327401325507,高山峰
汽车,0.37472130992669,tribeca
科技,0.45323357485513727,金融时报
其他,0.4870760316320879,羊羊
娱乐,0.4756100478847626,['沈莉芳']
汽车,0.5438313888172657,优惠
科技,0.6511297368379656,诺基亚
科技,0.7599496448457981,小米
财经,0.35616718039231926,运动员
娱乐,0.571121569725108,代母
其他,0.49443687104215167,塞夫
娱乐,0.6655500563470292,杨丞琳
体育,0.5622050539775969,格林
娱乐,0.7820326176355962,阿部宽
科技,0.7226320507743412,twitter
娱乐,0.44956820293784516,雕塑
体育,0.44825037314421684,换帅
体育,0.5737346186620134,汉斯
其他,0.5139910896296046,保护费
科技,0.33023281500787494,内容
其他,0.5058643961163717,季冠霖
体育,0.7109271644164116,劳森
体育,0.8120917905968439,格雷罗
娱乐,0.6418831011841255,无极限
体育,0.5612994346536437,库里
娱乐,0.5399721607102834,孙艺菲
娱乐,0.6346179845360833,周秀娜
科技,0.6005445078110218,基因
汽车,0.5617842511015297,rx
娱乐,0.5590777193870091,娜拉
其他,0.6650477900023282,汽车站
其他,0.319057730052335,['猎刀']
娱乐,0.627817451816397,五项
财经,0.6731762426825396,奖牌
科技,0.600324841902459,董明珠
其他,0.5297452112217655,警服
娱乐,0.5583839064994679,钟舒祺
体育,0.4852772359706915,张呈栋
财经,0.5851093057295348,棉花
科技,0.7320498665117354,聚合
科技,0.41669098505061314,黄粉虫
汽车,0.4489427628492513,奔驰
娱乐,0.5512291132465887,楚河
其他,0.3373895708681477,院士
汽车,0.3763329461391963,兰博基尼
财经,0.7022941807361547,快递
体育,0.29590378446466514,拜仁
娱乐,0.43586222109777956,李炳辰
娱乐,0.43301131131986836,选手
房产,0.633164684606772,裂缝
体育,0.5211817932938626,郑智
娱乐,0.3330692354185227,金亿
汽车,0.3746193316136265,thp
房产,0.5587830520132456,租金
财经,0.5954085732625272,巴菲特
财经,0.6333852060900637,欧盟
科技,0.7621725643478443,收纳
体育,0.5321328797074313,足球
房产,0.487871372846511,同福
财经,0.3376882245044467,涨幅
科技,0.5006464256839142,183
娱乐,0.3229632792049498,['石天琦']
体育,0.3503400331317899,舜天
房产,0.5265705978998226,南沙
房产,0.5179799566024624,地块
汽车,0.2641719736385443,自动挡
财经,0.3739477132788128,平方米
房产,0.41706431522912407,联合体
其他,0.6721730964259819,海陵
房产,0.44964765776581117,光明
娱乐,0.2838324291295679,总决赛
财经,0.3538439011119475,油基
汽车,0.5927510823198566,风行
财经,0.5584721117167748,炼厂
其他,0.40860761047269056,华商
房产,0.5300160615562078,公积金
其他,0.42990732482162436,['总装备部']
财经,0.3868529633500153,高收入者
汽车,0.41544075348926746,环比
娱乐,0.48965182093193965,['小白龙']
其他,0.6672416676808155,越秀
其他,0.46839677836615246,暴雪
娱乐,0.5817540746760747,日照
汽车,0.3600515409306828,意见
科技,0.8017147899138956,engadget
其他,0.42919143326588816,广田
娱乐,0.5110252286912879,王心凌
汽车,0.7913430692497696,充电
科技,0.7294332117161278,ip
房产,0.33766645080084723,大鹏
财经,0.5218388499194375,监测器
汽车,0.5046748796413435,新胜达
娱乐,0.5451728342816883,杨雨婷
其他,0.6578883888299663,旅游
体育,0.5696030219940885,科比
其他,0.4741172780702785,莫万奎
房产,0.34691239530357626,房地产
其他,0.5813794439861646,高速公路
科技,0.5844485412934357,刘强
科技,0.7112049172133827,三文鱼
房产,0.366167897961236,单车
财经,0.3242663819552999,财年
其他,0.36686841400054543,八项
房产,0.7406341978116119,金融城
体育,0.6098939863485238,梅扬
财经,0.4551077357156905,二手
汽车,0.3755074438750414,升及
财经,0.5219338249550949,内贾德
体育,0.33479785617692065,李永波
财经,0.6166632767694492,普京
体育,0.3599628952364806,爵士
科技,0.6456559511256266,鲑鱼
房产,0.36720393212080643,房产税
体育,0.3101761566652621,沃尔
财经,0.44412681699695267,士兵
其他,0.35523307291796635,违纪
汽车,0.3575650644660209,1px
房产,0.5251468213840726,综合体
科技,0.8358374026302892,知乎
体育,0.6794932277695268,王励勤
财经,0.8886930397009306,nbsp
汽车,0.49763125583921725,傲虎
财经,0.3279214820898647,个股
娱乐,0.4213061198927553,['地沟油']
房产,0.5419415485450976,违建
其他,0.3737374517921834,教育
娱乐,0.5027410996006355,贺军翔
汽车,0.7106363654377454,充电
房产,0.5460904222030216,房产税
科技,0.6193139945037982,video
科技,0.33396872271116895,恐怖分子
汽车,0.42126752980834226,车型
娱乐,0.5508215603907664,lady
财经,0.3477886900708273,证券
科技,0.6694434809896037,土耳其
财经,0.35315703242683,溢油
汽车,0.49317043090616475,步骤
娱乐,0.47527593661767115,心动
其他,0.27483341451351234,广州
娱乐,0.6850221361063671,藤真希
汽车,0.5479746641112496,福特
科技,0.5705854938996842,watch
其他,0.31780251431012435,养犬
